wavelength,k,E_abs,E_sca,b
562,0.000420300128141376,32.013796372088,958.914223484495,0.0227207993381453
564,0.000434201618668137,33.4686191954311,975.407687124622,0.0247149168909937
566,0.000435741340720151,33.6770962137932,981.56885034645,0.0259134969606928
568,0.000462268552073433,35.0472734351224,972.92918911967,0.0243856999091137
570,0.000501509468370492,37.166089074791,967.036928512302,0.0218872318500567
572,0.000528432608251435,38.8873143124721,974.888797066053,0.0209980059696806
574,0.000568157437193413,42.0245956590388,990.151930332722,0.0218263432193608
576,0.000595476505602016,44.4465907243659,1004.95910399716,0.0234799318220395
578,0.000648398952132692,48.2692175711205,1007.67538062984,0.0242580436895241
580,0.000676157941127585,49.4755469292124,1001.40687757284,0.0230061285028382
582,0.00071689458741803,51.3761361283598,997.219833211404,0.0209005614239278
584,0.000770740867179914,54.6925192376457,1003.12373015424,0.0199207797601299
586,0.000812049410232536,57.7683647462992,1017.18968056568,0.0203705240094995
588,0.000853621905636933,61.1245412502446,1031.08501581115,0.0215513913954288
590,0.000869503038801998,62.4013032046045,1038.81120030454,0.0224130377401951
592,0.000911515454792684,64.5612330489367,1034.79423678869,0.021705821098389
594,0.000940726181722334,65.398998864107,1030.73217777773,0.0199623419197392
596,0.00095700324341506,65.8311129766142,1035.80091746052,0.0187746654528387
598,0.000947061038164909,65.2649602881516,1050.48951192639,0.0188264082080917
600,0.000963426083974893,66.8191243127589,1066.14061217063,0.0197622162895869
602,0.000940154284960157,65.7182931465424,1080.25131372139,0.0209878747988559
604,0.000943277721122815,65.7088095797361,1083.5514545948,0.0213236378638398
606,0.00093307156352089,64.1589245178515,1081.65314168493,0.0203372702646472
608,0.000949524593448132,64.3390361155402,1081.61951251028,0.0188730038745573
610,0.000992900763256317,66.7515692050992,1087.90043708765,0.0180665054880539
612,0.00103654088541628,69.7202365666944,1099.63277579043,0.0182046193844444
614,0.00110745608392621,74.6520991232205,1109.65808557862,0.0188931454235137
616,0.0011652616489647,78.528661745397,1115.18117271516,0.0195625506771231
618,0.00123701269658858,82.5267997130351,1111.98929056036,0.0194356992465401
620,0.00129556612662377,85.0227975664584,1106.26819137463,0.0184309669408834
622,0.00135447149312799,87.5595660284583,1104.46429767386,0.0172610466012738
624,0.00141372879610124,90.662491151923,1109.07716969104,0.0166351823273815
626,0.00144579900684177,92.7614787232889,1119.61185472101,0.0167583933553812
628,0.00146423167940732,94.3496398864215,1131.0647442008,0.0174005604521431
630,0.00148275233609013,95.7312030443264,1138.19181487743,0.0180929121369057
632,0.00148745948636343,95.6460092347675,1139.78490959447,0.0183078901258733
634,0.00152005760180751,96.5282948101295,1135.77304474244,0.0177103108300556
636,0.00156682116013013,98.1440665487656,1133.10577697808,0.016753475595993
638,0.00162788213750717,101.015961257687,1134.87370138062,0.0160424541295897
640,0.00171744996887579,106.028801901157,1139.01536077106,0.0158162768060474
642,0.00183578860658778,112.951007109444,1142.25305340919,0.0159962318529113
644,0.00198316200299489,121.323942053903,1140.97331454892,0.0162975937578061
646,0.00215983411044892,130.568294792934,1132.9914902394,0.0163487584801913
648,0.00233756202731004,138.861362392198,1121.12325360061,0.0159467892429833
650,0.00250204833452384,145.807781970364,1109.98873181068,0.0152031183678773
652,0.00261013682257527,150.022698928568,1105.33102050817,0.0145059486352066
654,0.00269007039310414,153.429229647138,1106.01178341974,0.0140804034536226
656,0.00274158509375869,156.062794050625,1110.61018974445,0.0140215802250862
658,0.00282231052134289,160.374171695268,1113.34082362034,0.0141974771040654
660,0.00303413228364148,170.569121654341,1105.80461719266,0.0142862456255638
662,0.00330543130920646,182.540396616482,1091.58920477932,0.014162377574917
664,0.00376818377392482,201.455070651657,1065.25203572105,0.0135350112775184
666,0.00454130021227069,230.870704126923,1025.39540071337,0.0124026169625009
668,0.004966351482744,245.353572544397,1006.48740223675,0.0117202617705302
670,0.00567387576167406,269.120973621329,977.93133655794,0.0108720595304768
672,0.00603078333333106,280.575345785979,966.614894681312,0.0105024878781292
674,0.00619698533083138,286.032136256549,963.389798026979,0.0104074044285903
676,0.00605181153735571,281.703161841933,972.177268149553,0.0106595176968888
678,0.00553283722170951,264.620366256773,995.882907061686,0.0112934255094482
680,0.00468163487929717,233.756006788953,1034.89427943283,0.0122442938022023
682,0.00387033333406133,200.90710442401,1074.00953356228,0.0130373624662581
684,0.00317455493478522,170.183087743247,1110.51762573781,0.0135773388061847
686,0.00233883779701028,130.808181605149,1160.5558804089,0.0143128700833531
688,0.00178572564386798,102.967383125325,1199.45204687941,0.0149240769631618
690,0.00138113068065716,81.6938343038344,1232.05149039447,0.0156531328086965
692,0.00101982390313726,61.8133721301945,1262.23269350495,0.0165870608360587
694,0.000625875018114648,38.8962355374039,1292.78841736409,0.0176822132260579
696,0.000413349382877995,25.9402991401245,1305.3339036297,0.0183018439925067
698,0.000322417797691872,20.185072282935,1304.94955218065,0.0183180086913941
700,0.000261752748842494,16.286600916638,1302.38357891469,0.017966458253383
